,Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
540,"2009-11-14 - Sabres 3, Flyers 2",Buffalo Sabres,Limited ReportFull Report,39.85,29.11,43.2,40.26,18.79,32.32,36.76,15.36,19.94,43.51,1.08,0.95,53.08,1.1,1.74,38.70,7.76,16.24,32.33,3.35,8.93,27.29,3.34,5.48,37.87,0.0,0.0,-,0.00,100.00,4.51,7.14,38.71,0.0,1.9,0.0,0.0,0.0,-,-,100.00,19.01,21.88,46.49,11.11,8.64,56.27,1.11,0.88,55.70,9.99,89.77,7.01,95.23,1.022,19641
541,"2009-11-14 - Sabres 3, Flyers 2",Philadelphia Flyers,Limited ReportFull Report,39.85,43.2,29.11,59.74,32.32,18.79,63.24,19.94,15.36,56.49,0.95,1.08,46.92,1.74,1.1,61.30,16.24,7.76,67.67,8.93,3.35,72.71,5.48,3.34,62.13,0.0,0.0,-,0.00,100.00,7.14,4.51,61.29,1.9,0.0,100.0,0.0,0.0,-,0.00,-,21.88,19.01,53.51,8.64,11.11,43.73,0.88,1.11,44.30,10.23,90.01,4.77,92.99,0.978,19641
542,"2009-11-14 - Islanders 4, Panthers 5",Florida Panthers,Limited ReportFull Report,47.8,54.34,42.56,56.08,39.78,37.13,51.72,30.3,29.52,50.66,2.82,2.13,56.93,1.91,2.54,42.95,23.12,24.6,48.45,10.85,14.16,43.37,8.05,9.74,45.26,1.86,1.06,63.72,23.10,89.13,12.18,10.56,53.58,5.73,8.38,40.59,0.0,0.0,-,0.00,100.00,24.69,15.85,60.9,16.55,11.55,58.89,0.88,1.11,44.30,5.34,90.38,9.3,92.78,1.021,15921
543,"2009-11-14 - Islanders 4, Panthers 5",New York Islanders,Limited ReportFull Report,47.8,42.56,54.34,43.92,37.13,39.78,48.28,29.52,30.3,49.34,2.13,2.82,43.07,2.54,1.91,57.05,24.6,23.12,51.55,14.16,10.85,56.63,9.74,8.05,54.74,1.06,1.86,36.28,10.87,76.90,10.56,12.18,46.42,8.38,5.73,59.41,0.0,0.0,-,0.00,100.00,15.85,24.69,39.1,11.55,16.55,41.11,1.11,0.88,55.70,9.62,94.66,7.22,90.7,0.9790000000000001,15921
544,"2009-11-14 - Ducks 4, Red Wings 7",Anaheim Ducks,Limited ReportFull Report,45.283333333333,32.21,51.99,38.25,21.8,39.23,35.72,15.78,25.09,38.61,2.03,2.88,41.33,1.3,2.3,36.07,19.11,27.5,40.99,2.98,11.4,20.72,2.94,9.59,23.47,1.04,0.94,52.38,35.22,90.18,15.87,16.25,49.41,9.1,7.95,53.36,1.06,0.95,52.74,11.63,88.08,12.78,20.67,38.2,3.96,6.19,39.05,0.0,1.06,0.00,0.00,82.84,12.84,88.54,1.014,20066
545,"2009-11-14 - Ducks 4, Red Wings 7",Detroit Red Wings,Limited ReportFull Report,45.283333333333,51.99,32.21,61.75,39.23,21.8,64.28,25.09,15.78,61.39,2.88,2.03,58.67,2.3,1.3,63.93,27.5,19.11,59.01,11.4,2.98,79.28,9.59,2.94,76.53,0.94,1.04,47.62,9.82,64.78,16.25,15.87,50.59,7.95,9.1,46.64,0.95,1.06,47.26,11.92,88.37,20.67,12.78,61.8,6.19,3.96,60.95,1.06,0.0,100.00,17.16,100.00,11.46,87.16,0.986,20066
546,"2009-11-14 - Bruins 5, Penguins 6",Boston Bruins,Limited ReportFull Report,46.333333333332995,53.75,47.72,52.97,40.08,38.55,50.97,26.94,26.68,50.24,4.09,3.77,52.01,2.03,2.04,49.81,28.61,23.15,55.28,12.47,11.23,52.62,7.19,9.46,43.17,2.07,2.82,42.28,28.77,70.15,16.03,11.93,57.32,9.05,4.93,64.72,1.06,0.95,52.74,11.69,80.79,20.88,22.27,48.38,9.96,12.2,44.95,0.94,0.0,100.00,9.42,100.00,15.18,85.85,1.01,17132
547,"2009-11-14 - Bruins 5, Penguins 6",Pittsburgh Penguins,Limited ReportFull Report,46.333333333332995,47.72,53.75,47.03,38.55,40.08,49.03,26.68,26.94,49.76,3.77,4.09,47.99,2.04,2.03,50.19,23.15,28.61,44.72,11.23,12.47,47.38,9.46,7.19,56.83,2.82,2.07,57.72,29.85,71.23,11.93,16.03,42.68,4.93,9.05,35.28,0.95,1.06,47.26,19.21,88.31,22.27,20.88,51.62,12.2,9.96,55.05,0.0,0.94,0.00,0.00,90.58,14.15,84.82,0.99,17132
548,"2009-11-14 - Kings 2, Lightning 1",Los Angeles Kings,Limited ReportFull Report,40.733333333333,41.55,27.95,59.78,30.13,24.07,55.59,21.78,17.37,55.64,0.0,0.92,0.00,2.02,1.01,66.61,25.33,16.12,61.11,11.77,3.69,76.15,8.49,2.78,75.34,0.0,0.92,0.00,0.00,66.96,13.61,12.55,52.03,6.21,7.77,44.44,0.0,0.0,-,0.00,100.00,15.44,10.65,59.18,7.18,5.83,55.2,0.0,0.0,-,0.00,100.00,0.0,94.68,0.9470000000000001,16612
549,"2009-11-14 - Kings 2, Lightning 1",Tampa Bay Lightning,Limited ReportFull Report,40.733333333333,27.95,41.55,40.22,24.07,30.13,44.41,17.37,21.78,44.36,0.92,0.0,100.00,1.01,2.02,33.39,16.12,25.33,38.89,3.69,11.77,23.85,2.78,8.49,24.66,0.92,0.0,100.00,33.04,100.00,12.55,13.61,47.97,7.77,6.21,55.56,0.0,0.0,-,0.00,100.00,10.65,15.44,40.82,5.83,7.18,44.8,0.0,0.0,-,0.00,100.00,5.32,100.0,1.053,16612
550,"2009-11-14 - Sharks 3, Blues 1",San Jose Sharks,Limited ReportFull Report,41.133333333333,29.87,34.07,46.72,21.28,25.19,45.79,11.53,16.91,40.55,1.06,0.94,52.82,1.66,1.22,57.55,17.17,16.72,50.67,6.43,3.58,64.22,4.21,0.89,82.61,1.06,0.0,100.00,25.13,100.00,10.85,13.11,45.29,3.13,6.7,31.85,0.0,0.95,0.00,0.00,85.84,9.59,13.72,41.15,4.28,8.44,33.65,0.0,0.0,-,0.00,100.00,9.16,94.42,1.036,19150
551,"2009-11-14 - Sharks 3, Blues 1",St Louis Blues,Limited ReportFull Report,41.133333333333,34.07,29.87,53.28,25.19,21.28,54.21,16.91,11.53,59.45,0.94,1.06,47.18,1.22,1.66,42.45,16.72,17.17,49.33,3.58,6.43,35.78,0.89,4.21,17.39,0.0,1.06,0.00,0.00,74.87,13.11,10.85,54.71,6.7,3.13,68.15,0.95,0.0,100.00,14.16,100.00,13.72,9.59,58.85,8.44,4.28,66.35,0.0,0.0,-,0.00,100.00,5.58,90.84,0.9640000000000001,19150
552,"2009-11-14 - Canadiens 0, Predators 2",Montreal Canadiens,Limited ReportFull Report,45.366666666667,29.85,66.9,30.85,21.43,56.05,27.66,15.57,44.85,25.77,0.0,0.94,0.00,1.22,3.18,27.64,14.09,31.65,30.81,6.02,14.85,28.84,5.95,12.0,33.15,0.0,0.94,0.00,0.00,92.15,7.99,16.94,32.04,2.03,10.81,15.82,0.0,0.0,-,0.00,100.00,15.14,30.48,33.18,7.48,21.23,26.05,0.0,0.0,-,0.00,100.00,0.0,97.9,0.9790000000000001,15604
553,"2009-11-14 - Canadiens 0, Predators 2",Nashville Predators,Limited ReportFull Report,45.366666666667,66.9,29.85,69.15,56.05,21.43,72.34,44.85,15.57,74.23,0.94,0.0,100.00,3.18,1.22,72.36,31.65,14.09,69.19,14.85,6.02,71.16,12.0,5.95,66.85,0.94,0.0,100.00,7.85,100.00,16.94,7.99,67.96,10.81,2.03,84.18,0.0,0.0,-,0.00,100.00,30.48,15.14,66.82,21.23,7.48,73.95,0.0,0.0,-,0.00,100.00,2.1,100.0,1.021,15604
554,"2009-11-14 - Stars 2, Coyotes 3",Dallas Stars,Limited ReportFull Report,43.65,34.56,51.1,40.34,27.82,33.92,45.07,20.92,25.84,44.75,1.01,2.88,26.02,1.58,1.92,45.15,17.4,21.41,44.83,7.27,11.53,38.67,5.21,8.7,37.44,1.01,1.93,34.34,19.40,77.81,10.05,9.89,50.42,7.12,6.85,50.97,0.0,0.95,0.00,0.00,86.16,14.48,26.36,35.46,7.51,9.15,45.09,0.0,0.0,-,0.00,100.00,4.83,88.87,0.937,11319
555,"2009-11-14 - Stars 2, Coyotes 3",Phoenix Coyotes,Limited ReportFull Report,43.65,51.1,34.56,59.66,33.92,27.82,54.93,25.84,20.92,55.25,2.88,1.01,73.98,1.92,1.58,54.85,21.41,17.4,55.17,11.53,7.27,61.33,8.7,5.21,62.56,1.93,1.01,65.66,22.19,80.60,9.89,10.05,49.58,6.85,7.12,49.03,0.95,0.0,100.00,13.84,100.00,26.36,14.48,64.54,9.15,7.51,54.91,0.0,0.0,-,0.00,100.00,11.13,95.17,1.063,11319
556,"2009-11-14 - Canucks 8, Avalanche 2",Colorado Avalanche,Limited ReportFull Report,40.083333333333,25.49,45.45,35.93,23.63,34.31,40.78,18.57,24.01,43.62,0.92,7.48,10.92,1.3,2.24,36.78,9.26,21.61,30.0,4.99,10.29,32.68,4.15,7.93,34.33,0.91,5.37,14.45,21.89,32.25,4.13,11.53,26.39,2.64,5.6,32.03,0.0,1.04,0.00,0.00,81.43,14.66,22.44,39.52,10.56,10.61,49.88,0.0,1.12,0.00,0.00,89.47,4.94,68.85,0.738,15823
557,"2009-11-14 - Canucks 8, Avalanche 2",Vancouver Canucks,Limited ReportFull Report,40.083333333333,45.45,25.49,64.07,34.31,23.63,59.22,24.01,18.57,56.38,7.48,0.92,89.08,2.24,1.3,63.22,21.61,9.26,70.0,10.29,4.99,67.32,7.93,4.15,65.67,5.37,0.91,85.55,67.75,78.11,11.53,4.13,73.61,5.6,2.64,67.97,1.04,0.0,100.00,18.57,100.00,22.44,14.66,60.48,10.61,10.56,50.12,1.12,0.0,100.00,10.53,100.00,31.15,95.06,1.262,15823
558,"2009-11-15 - Wild 4, Hurricanes 5",Carolina Hurricanes,Limited ReportFull Report,46.7,43.2,40.39,51.68,36.71,31.32,53.97,24.64,19.89,55.34,0.94,4.03,18.96,2.34,3.15,42.71,21.69,18.49,53.98,11.7,14.89,44.00,9.85,10.71,47.92,0.94,4.09,18.71,9.55,61.81,9.95,3.72,72.77,1.97,1.95,50.25,0.0,0.0,-,0.00,100.00,16.82,16.91,49.86,9.89,6.36,60.86,0.0,0.0,-,0.00,100.00,3.83,79.72,0.835,12194
559,"2009-11-15 - Wild 4, Hurricanes 5",Minnesota Wild,Limited ReportFull Report,46.7,40.39,43.2,48.32,31.32,36.71,46.03,19.89,24.64,44.66,4.03,0.94,81.04,3.15,2.34,57.29,18.49,21.69,46.02,14.89,11.7,56.00,10.71,9.85,52.08,4.09,0.94,81.29,38.19,90.45,3.72,9.95,27.23,1.95,1.97,49.75,0.0,0.0,-,0.00,100.00,16.91,16.82,50.14,6.36,9.89,39.14,0.0,0.0,-,0.00,100.00,20.28,96.17,1.165,12194
560,"2009-11-15 - Oilers 2, Thrashers 3",Atlanta Thrashers,Limited ReportFull Report,43.283333333333,37.63,41.31,47.67,32.34,36.48,46.99,24.55,29.44,45.47,0.94,2.07,31.33,1.41,2.09,40.39,14.43,19.66,42.32,5.67,10.45,35.17,3.78,8.37,31.15,0.0,2.07,0.00,0.00,75.27,8.78,9.22,48.78,4.91,6.15,44.4,0.95,0.0,100.00,19.31,100.00,19.97,19.95,50.03,14.98,13.92,51.83,0.0,0.0,-,0.00,100.00,3.84,92.98,0.968,11091
561,"2009-11-15 - Oilers 2, Thrashers 3",Edmonton Oilers,Limited ReportFull Report,43.283333333333,41.31,37.63,52.33,36.48,32.34,53.01,29.44,24.55,54.53,2.07,0.94,68.67,2.09,1.41,59.61,19.66,14.43,57.68,10.45,5.67,64.83,8.37,3.78,68.85,2.07,0.0,100.00,24.73,100.00,9.22,8.78,51.22,6.15,4.91,55.6,0.0,0.95,0.00,0.00,80.69,19.95,19.97,49.97,13.92,14.98,48.17,0.0,0.0,-,0.00,100.00,7.02,96.16,1.032,11091
562,"2009-11-15 - Sharks 3, Blackhawks 4",Chicago Blackhawks,Limited ReportFull Report,49.333333333332995,40.45,34.03,54.31,32.97,25.77,56.13,23.03,17.36,57.03,2.82,2.09,57.45,1.62,1.3,55.44,11.11,16.76,39.86,7.26,4.35,62.50,6.37,4.33,59.51,1.85,1.08,63.06,29.01,75.02,3.78,12.33,23.46,0.97,5.07,16.09,0.0,1.06,0.00,0.00,79.11,26.69,16.41,61.93,14.8,8.02,64.86,0.95,0.0,100.00,6.40,100.00,12.24,87.97,1.002,21130
563,"2009-11-15 - Sharks 3, Blackhawks 4",San Jose Sharks,Limited ReportFull Report,49.333333333332995,34.03,40.45,45.69,25.77,32.97,43.87,17.36,23.03,42.97,2.09,2.82,42.55,1.3,1.62,44.56,16.76,11.11,60.14,4.35,7.26,37.50,4.33,6.37,40.49,1.08,1.85,36.94,24.98,70.99,12.33,3.78,76.54,5.07,0.97,83.91,1.06,0.0,100.00,20.89,100.00,16.41,26.69,38.07,8.02,14.8,35.14,0.0,0.95,0.00,0.00,93.60,12.03,87.76,0.998,21130
564,"2009-11-16 - Islanders 4, Bruins 1",Boston Bruins,Limited ReportFull Report,44.3,36.58,29.53,55.33,27.96,22.78,55.1,19.91,12.95,60.59,0.92,3.19,22.46,1.11,1.37,44.92,16.09,19.63,45.04,5.27,5.53,48.78,4.4,5.51,44.39,0.0,2.14,0.00,0.00,61.14,10.63,14.24,42.74,7.44,3.13,70.38,0.96,1.05,47.73,12.92,66.38,19.92,8.82,69.3,7.18,4.46,61.7,0.0,0.0,-,0.00,100.00,4.64,75.37,0.8,16865
565,"2009-11-16 - Islanders 4, Bruins 1",New York Islanders,Limited ReportFull Report,44.3,29.53,36.58,44.67,22.78,27.96,44.9,12.95,19.91,39.41,3.19,0.92,77.54,1.37,1.11,55.08,19.63,16.09,54.96,5.53,5.27,51.22,5.51,4.4,55.61,2.14,0.0,100.00,38.86,100.00,14.24,10.63,57.26,3.13,7.44,29.62,1.05,0.96,52.27,33.62,87.08,8.82,19.92,30.7,4.46,7.18,38.3,0.0,0.0,-,0.00,100.00,24.63,95.36,1.2,16865
566,"2009-11-16 - Devils 2, Flyers 3",New Jersey Devils,Limited ReportFull Report,47.116666666667,45.16,60.02,42.94,30.09,45.57,39.77,24.25,34.15,41.52,0.0,1.93,0.00,2.09,3.18,39.68,19.95,31.28,38.94,7.16,18.8,27.60,7.08,14.03,33.52,0.0,1.93,0.00,0.00,86.24,12.56,12.54,50.04,6.9,5.01,57.93,0.0,0.0,-,0.00,100.00,23.68,23.43,50.26,9.32,11.8,44.13,0.0,0.0,-,0.00,100.00,0.0,94.34,0.943,19673
567,"2009-11-16 - Devils 2, Flyers 3",Philadelphia Flyers,Limited ReportFull Report,47.116666666667,60.02,45.16,57.06,45.57,30.09,60.23,34.15,24.25,58.48,1.93,0.0,100.00,3.18,2.09,60.32,31.28,19.95,61.06,18.8,7.16,72.40,14.03,7.08,66.48,1.93,0.0,100.00,13.76,100.00,12.54,12.56,49.96,5.01,6.9,42.07,0.0,0.0,-,0.00,100.00,23.43,23.68,49.74,11.8,9.32,55.87,0.0,0.0,-,0.00,100.00,5.66,100.0,1.057,19673
568,"2009-11-16 - Oilers 2, Blue Jackets 3",Columbus Blue Jackets,Limited ReportFull Report,45.533333333333,39.91,24.66,61.81,32.01,19.54,62.09,22.36,13.37,62.58,0.0,0.0,-,1.81,1.0,64.37,14.27,9.38,60.34,11.22,4.2,72.76,8.51,4.15,67.21,0.0,0.0,-,0.00,100.00,2.9,5.17,35.9,0.97,3.09,23.94,0.0,0.0,-,0.00,100.00,21.65,14.33,60.17,12.82,6.17,67.51,0.0,0.0,-,0.00,100.00,0.0,100.0,1.0,13030
569,"2009-11-16 - Oilers 2, Blue Jackets 3",Edmonton Oilers,Limited ReportFull Report,45.533333333333,24.66,39.91,38.19,19.54,32.01,37.91,13.37,22.36,37.42,0.0,0.0,-,1.0,1.81,35.63,9.38,14.27,39.66,4.2,11.22,27.24,4.15,8.51,32.79,0.0,0.0,-,0.00,100.00,5.17,2.9,64.1,3.09,0.97,76.06,0.0,0.0,-,0.00,100.00,14.33,21.65,39.83,6.17,12.82,32.49,0.0,0.0,-,0.00,100.00,0.0,100.0,1.0,13030
570,"2009-11-16 - Ducks 2, Penguins 5",Anaheim Ducks,Limited ReportFull Report,39.95,29.11,28.88,50.19,18.47,22.04,45.6,11.11,14.65,43.13,1.0,1.93,34.23,1.24,0.95,56.79,15.3,12.13,55.78,6.85,6.03,53.18,5.78,4.09,58.54,0.0,0.0,-,0.00,100.00,8.29,6.16,57.37,2.85,2.97,49.01,1.0,0.95,51.28,34.97,68.06,11.7,14.22,45.13,2.71,7.77,25.88,0.0,1.07,0.00,0.00,86.26,9.04,86.83,0.9590000000000001,17052
571,"2009-11-16 - Ducks 2, Penguins 5",Pittsburgh Penguins,Limited ReportFull Report,39.95,28.88,29.11,49.81,22.04,18.47,54.4,14.65,11.11,56.87,1.93,1.0,65.77,0.95,1.24,43.21,12.13,15.3,44.22,6.03,6.85,46.82,4.09,5.78,41.46,0.0,0.0,-,0.00,100.00,6.16,8.29,42.63,2.97,2.85,50.99,0.95,1.0,48.72,31.94,65.03,14.22,11.7,54.87,7.77,2.71,74.12,1.07,0.0,100.00,13.74,100.00,13.17,90.96,1.041,17052
572,"2009-11-16 - Kings 4, Panthers 3",Florida Panthers,Limited ReportFull Report,45.48333333333299,36.9,38.37,49.02,28.2,29.26,49.08,20.59,22.21,48.11,1.91,0.0,100.00,1.37,1.77,43.61,17.84,23.77,42.88,8.27,10.52,44.01,6.51,8.37,43.75,1.91,0.0,100.00,29.32,100.00,9.52,13.19,41.92,4.8,8.15,37.04,0.0,0.0,-,0.00,100.00,15.9,14.02,53.14,8.34,4.83,63.32,0.0,0.0,-,0.00,100.00,9.29,100.0,1.093,12502
573,"2009-11-16 - Kings 4, Panthers 3",Los Angeles Kings,Limited ReportFull Report,45.48333333333299,38.37,36.9,50.98,29.26,28.2,50.92,22.21,20.59,51.89,0.0,1.91,0.00,1.77,1.37,56.39,23.77,17.84,57.12,10.52,8.27,55.99,8.37,6.51,56.25,0.0,1.91,0.00,0.00,70.68,13.19,9.52,58.08,8.15,4.8,62.96,0.0,0.0,-,0.00,100.00,14.02,15.9,46.86,4.83,8.34,36.68,0.0,0.0,-,0.00,100.00,0.0,90.71,0.907,12502
574,"2009-11-16 - Lightning 4, Coyotes 1",Phoenix Coyotes,Limited ReportFull Report,44.416666666667005,34.83,35.13,49.79,27.38,24.59,52.69,22.34,15.56,58.94,0.0,3.18,0.00,1.68,1.47,53.21,17.84,15.62,53.32,7.86,7.82,50.12,7.04,4.48,61.10,0.0,3.21,0.00,0.00,28.38,9.83,7.99,55.17,5.58,5.46,50.55,0.0,0.0,-,0.00,100.00,16.38,19.31,45.88,8.64,5.66,60.42,0.0,0.0,-,0.00,100.00,0.0,79.55,0.7959999999999999,9503
575,"2009-11-16 - Lightning 4, Coyotes 1",Tampa Bay Lightning,Limited ReportFull Report,44.416666666667005,35.13,34.83,50.21,24.59,27.38,47.31,15.56,22.34,41.06,3.18,0.0,100.00,1.47,1.68,46.79,15.62,17.84,46.68,7.82,7.86,49.88,4.48,7.04,38.90,3.21,0.0,100.00,71.62,100.00,7.99,9.83,44.83,5.46,5.58,49.45,0.0,0.0,-,0.00,100.00,19.31,16.38,54.12,5.66,8.64,39.58,0.0,0.0,-,0.00,100.00,20.45,100.0,1.204,9503
576,"2009-11-17 - Capitals 4, Rangers 2",New York Rangers,Limited ReportFull Report,42.316666666667,32.79,39.02,45.66,24.06,26.5,47.59,14.58,17.04,46.1,0.94,1.06,47.18,2.08,1.72,54.76,23.72,24.3,49.4,9.43,12.76,42.50,4.79,7.37,39.40,0.94,1.06,47.08,19.64,85.64,14.29,11.68,55.02,7.71,4.09,65.35,0.0,0.0,-,0.00,100.00,6.75,11.92,36.16,1.97,4.62,29.94,0.0,0.0,-,0.00,100.00,6.47,93.8,1.003,18200
577,"2009-11-17 - Capitals 4, Rangers 2",Washington Capitals,Limited ReportFull Report,42.316666666667,39.02,32.79,54.34,26.5,24.06,52.41,17.04,14.58,53.9,1.06,0.94,52.82,1.72,2.08,45.24,24.3,23.72,50.6,12.76,9.43,57.50,7.37,4.79,60.60,1.06,0.94,52.92,14.36,80.36,11.68,14.29,44.98,4.09,7.71,34.65,0.0,0.0,-,0.00,100.00,11.92,6.75,63.84,4.62,1.97,70.06,0.0,0.0,-,0.00,100.00,6.2,93.53,0.997,18200
578,"2009-11-17 - Hurricanes 2, Canadiens 3",Carolina Hurricanes,Limited ReportFull Report,45.916666666667005,42.38,36.08,54.02,28.47,26.43,51.86,17.94,21.77,45.18,2.07,1.87,52.55,1.59,1.2,56.98,16.97,16.1,51.31,8.48,6.46,56.76,6.44,5.62,53.37,1.01,0.0,100.00,15.69,100.00,8.58,9.64,47.1,4.17,5.79,41.88,1.05,1.91,35.53,25.20,67.06,17.22,14.96,53.51,7.44,8.35,47.12,0.0,0.0,-,0.00,100.00,11.53,91.42,1.03,21273
579,"2009-11-17 - Hurricanes 2, Canadiens 3",Montreal Canadiens,Limited ReportFull Report,45.916666666667005,36.08,42.38,45.98,26.43,28.47,48.14,21.77,17.94,54.82,1.87,2.07,47.45,1.2,1.59,43.02,16.1,16.97,48.69,6.46,8.48,43.24,5.62,6.44,46.63,0.0,1.01,0.00,0.00,84.31,9.64,8.58,52.9,5.79,4.17,58.12,1.91,1.05,64.47,32.94,74.80,14.96,17.22,46.49,8.35,7.44,52.88,0.0,0.0,-,0.00,100.00,8.58,88.47,0.97,21273
580,"2009-11-17 - Maple Leafs 2, Senators 3",Ottawa Senators,Limited ReportFull Report,50.916666666667005,32.7,51.3,38.93,21.7,35.81,37.73,16.96,26.94,38.64,1.89,2.07,47.71,1.17,2.47,32.17,20.35,30.5,40.02,7.56,10.22,42.54,3.85,8.12,32.15,0.0,0.0,-,0.00,100.00,12.9,20.05,39.15,4.96,6.09,44.87,0.95,0.0,100.00,19.11,100.00,9.85,19.67,33.37,8.07,11.8,40.61,0.95,1.99,32.20,11.72,83.12,11.12,92.32,1.034,17406
581,"2009-11-17 - Maple Leafs 2, Senators 3",Toronto Maple Leafs,Limited ReportFull Report,50.916666666667005,51.3,32.7,61.07,35.81,21.7,62.27,26.94,16.96,61.36,2.07,1.89,52.29,2.47,1.17,67.83,30.5,20.35,59.98,10.22,7.56,57.46,8.12,3.85,67.85,0.0,0.0,-,0.00,100.00,20.05,12.9,60.85,6.09,4.96,55.13,0.0,0.95,0.00,0.00,80.89,19.67,9.85,66.63,11.8,8.07,59.39,1.99,0.95,67.80,16.88,88.28,7.68,88.88,0.966,17406
582,"2009-11-17 - Sharks 3, Predators 4",Nashville Predators,Limited ReportFull Report,48.95,41.22,51.78,44.32,31.15,38.87,44.49,24.95,24.87,50.08,1.93,1.0,65.77,2.16,2.11,50.62,22.43,23.41,48.93,9.88,10.0,49.69,9.06,6.89,56.81,0.94,0.0,100.00,10.39,100.00,12.75,13.15,49.23,7.1,6.92,50.67,0.98,1.0,49.48,13.75,85.57,15.77,24.6,39.07,7.38,10.12,42.15,0.0,0.0,-,0.00,100.00,7.73,95.96,1.037,13324
583,"2009-11-17 - Sharks 3, Predators 4",San Jose Sharks,Limited ReportFull Report,48.95,51.78,41.22,55.68,38.87,31.15,55.51,24.87,24.95,49.92,1.0,1.93,34.23,2.11,2.16,49.38,23.41,22.43,51.07,10.0,9.88,50.31,6.89,9.06,43.19,0.0,0.94,0.00,0.00,89.61,13.15,12.75,50.77,6.92,7.1,49.33,1.0,0.98,50.52,14.43,86.25,24.6,15.77,60.93,10.12,7.38,57.85,0.0,0.0,-,0.00,100.00,4.04,92.27,0.963,13324
584,"2009-11-17 - Avalanche 3, Flames 2",Calgary Flames,Limited ReportFull Report,46.583333333332995,46.18,35.23,56.72,30.26,30.8,49.56,25.01,21.21,54.12,0.92,2.07,30.88,1.63,1.99,44.94,17.34,19.22,47.44,8.05,9.74,45.24,6.32,7.56,45.57,0.0,1.06,0.00,0.00,85.99,9.15,9.59,48.84,6.58,7.35,47.27,0.96,1.06,47.59,14.59,85.60,26.29,15.09,63.54,11.14,6.43,63.4,0.0,0.0,-,0.00,100.00,3.69,90.25,0.9390000000000001,19289
585,"2009-11-17 - Avalanche 3, Flames 2",Colorado Avalanche,Limited ReportFull Report,46.583333333332995,35.23,46.18,43.28,30.8,30.26,50.44,21.21,25.01,45.88,2.07,0.92,69.12,1.99,1.63,55.06,19.22,17.34,52.56,9.74,8.05,54.76,7.56,6.32,54.43,1.06,0.0,100.00,14.01,100.00,9.59,9.15,51.16,7.35,6.58,52.73,1.06,0.96,52.41,14.40,85.41,15.09,26.29,36.46,6.43,11.14,36.6,0.0,0.0,-,0.00,100.00,9.75,96.31,1.061,19289
586,"2009-11-18 - Panthers 6, Sabres 2",Buffalo Sabres,Limited ReportFull Report,47.95,47.12,41.54,53.15,28.76,32.77,46.75,19.41,21.95,46.92,0.94,4.23,18.25,1.34,1.6,45.50,16.51,20.52,44.59,6.31,6.56,49.04,4.52,5.4,45.53,0.94,2.15,30.45,20.85,60.18,10.12,14.15,41.7,3.76,6.32,37.29,0.0,2.1,0.00,0.00,66.80,28.96,17.73,62.02,11.08,10.22,52.02,0.0,0.0,-,0.00,100.00,4.86,80.75,0.856,18546
587,"2009-11-18 - Panthers 6, Sabres 2",Florida Panthers,Limited ReportFull Report,47.95,41.54,47.12,46.85,32.77,28.76,53.25,21.95,19.41,53.08,4.23,0.94,81.75,1.6,1.34,54.50,20.52,16.51,55.41,6.56,6.31,50.96,5.4,4.52,54.47,2.15,0.94,69.55,39.82,79.15,14.15,10.12,58.3,6.32,3.76,62.71,2.1,0.0,100.00,33.20,100.00,17.73,28.96,37.98,10.22,11.08,47.98,0.0,0.0,-,0.00,100.00,19.25,95.14,1.1440000000000001,18546
588,"2009-11-18 - Stars 3, Red Wings 1",Dallas Stars,Limited ReportFull Report,41.016666666667,45.55,30.32,60.03,37.27,21.52,63.4,23.87,18.09,56.89,1.08,0.95,53.08,1.55,1.07,59.17,22.19,15.21,59.33,6.65,7.09,48.41,5.51,6.25,46.85,0.0,0.93,0.00,0.00,85.13,15.86,7.92,66.71,6.51,4.59,58.63,0.0,0.0,-,0.00,100.00,20.89,12.7,62.19,10.84,6.23,63.51,1.11,0.0,100.00,10.25,100.00,4.51,94.74,0.993,18112
589,"2009-11-18 - Stars 3, Red Wings 1",Detroit Red Wings,Limited ReportFull Report,41.016666666667,30.32,45.55,39.97,21.52,37.27,36.6,18.09,23.87,43.11,0.95,1.08,46.92,1.07,1.55,40.83,15.21,22.19,40.67,7.09,6.65,51.59,6.25,5.51,53.15,0.93,0.0,100.00,14.87,100.00,7.92,15.86,33.29,4.59,6.51,41.37,0.0,0.0,-,0.00,100.00,12.7,20.89,37.81,6.23,10.84,36.49,0.0,1.11,0.00,0.00,89.75,5.26,95.49,1.0070000000000001,18112
