,Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
774,"2007-12-03 - Stars 2, Blue Jackets 1",Columbus Blue Jackets,Limited ReportFull Report,39.883333333333,23.09,23.55,49.51,19.96,17.77,52.9,17.03,17.75,48.96,0.94,1.01,48.26,0.98,0.94,50.90,9.67,12.0,44.64,4.74,5.01,48.58,4.79,3.97,54.73,0.94,1.01,48.24,19.64,74.52,4.94,6.89,41.77,3.91,6.04,39.29,0.0,0.0,-,0.00,100.00,12.34,11.93,50.83,8.43,7.84,51.82,0.0,0.0,-,0.00,100.00,5.54,94.3,0.998,12233
775,"2007-12-03 - Stars 2, Blue Jackets 1",Dallas Stars,Limited ReportFull Report,39.883333333333,23.55,23.09,50.49,17.77,19.96,47.1,17.75,17.03,51.04,1.01,0.94,51.74,0.94,0.98,49.10,12.0,9.67,55.36,5.01,4.74,51.42,3.97,4.79,45.27,1.01,0.94,51.76,25.48,80.36,6.89,4.94,58.23,6.04,3.91,60.71,0.0,0.0,-,0.00,100.00,11.93,12.34,49.17,7.84,8.43,48.18,0.0,0.0,-,0.00,100.00,5.7,94.46,1.002,12233
776,"2007-12-03 - Coyotes 1, Penguins 3",Phoenix Coyotes,Limited ReportFull Report,38.6,28.52,42.71,40.04,17.9,35.32,33.64,12.92,22.3,36.68,0.0,1.93,0.00,0.61,1.89,24.35,9.22,21.82,29.71,2.01,6.88,22.56,0.99,2.92,25.36,0.0,0.0,-,0.00,100.00,7.12,15.12,32.04,4.09,11.89,25.59,0.0,1.89,0.00,0.00,84.10,12.39,18.23,40.46,5.61,7.27,43.57,0.0,0.0,-,0.00,100.00,0.0,91.34,0.9129999999999999,16979
777,"2007-12-03 - Coyotes 1, Penguins 3",Pittsburgh Penguins,Limited ReportFull Report,38.6,42.71,28.52,59.96,35.32,17.9,66.36,22.3,12.92,63.32,1.93,0.0,100.00,1.89,0.61,75.65,21.82,9.22,70.29,6.88,2.01,77.44,2.92,0.99,74.64,0.0,0.0,-,0.00,100.00,15.12,7.12,67.96,11.89,4.09,74.41,1.89,0.0,100.00,15.90,100.00,18.23,12.39,59.54,7.27,5.61,56.43,0.0,0.0,-,0.00,100.00,8.66,100.0,1.087,16979
778,"2007-12-03 - Sharks 3, Avalanche 2",Colorado Avalanche,Limited ReportFull Report,47.616666666667,44.58,36.01,55.31,35.73,27.44,56.57,26.65,18.95,58.44,1.87,3.19,37.02,1.68,1.82,47.92,20.18,21.3,48.66,7.14,9.77,42.22,3.51,8.65,28.87,0.0,2.12,0.00,0.00,75.52,12.98,11.55,52.92,7.53,4.11,64.67,1.99,0.0,100.00,26.41,100.00,21.62,10.66,66.97,13.67,5.33,71.94,0.0,1.11,0.00,0.00,79.17,7.04,83.17,0.902,15213
779,"2007-12-03 - Sharks 3, Avalanche 2",San Jose Sharks,Limited ReportFull Report,47.616666666667,36.01,44.58,44.69,27.44,35.73,43.43,18.95,26.65,41.56,3.19,1.87,62.98,1.82,1.68,52.08,21.3,20.18,51.34,9.77,7.14,57.78,8.65,3.51,71.13,2.12,0.0,100.00,24.48,100.00,11.55,12.98,47.08,4.11,7.53,35.33,0.0,1.99,0.00,0.00,73.59,10.66,21.62,33.03,5.33,13.67,28.06,1.11,0.0,100.00,20.83,100.00,16.83,92.96,1.0979999999999999,15213
780,"2007-12-03 - Oilers 4, Kings 3",Edmonton Oilers,Limited ReportFull Report,46.23333333333299,28.95,42.95,40.27,21.74,32.87,39.81,12.28,23.45,34.36,2.07,1.87,52.55,1.12,1.92,36.82,12.7,25.73,33.04,4.2,7.17,36.94,1.05,7.21,12.75,0.0,1.86,0.00,0.00,74.22,8.53,18.42,31.64,4.16,10.41,28.54,1.05,0.0,100.00,25.30,100.00,16.27,13.34,54.94,6.91,4.76,59.21,0.94,0.0,100.00,13.58,100.00,16.84,92.04,1.089,14193
781,"2007-12-03 - Oilers 4, Kings 3",Los Angeles Kings,Limited ReportFull Report,46.23333333333299,42.95,28.95,59.73,32.87,21.74,60.19,23.45,12.28,65.64,1.87,2.07,47.45,1.92,1.12,63.18,25.73,12.7,66.96,7.17,4.2,63.06,7.21,1.05,87.25,1.86,0.0,100.00,25.78,100.00,18.42,8.53,68.36,10.41,4.16,71.46,0.0,1.05,0.00,0.00,74.70,13.34,16.27,45.06,4.76,6.91,40.79,0.0,0.94,0.00,0.00,86.42,7.96,83.16,0.9109999999999999,14193
782,"2007-12-04 - Red Wings 4, Canadiens 1",Detroit Red Wings,Limited ReportFull Report,42.333333333333,55.23,19.02,74.38,41.9,14.65,74.1,31.2,11.05,73.84,3.19,0.92,77.54,2.06,0.65,76.13,26.01,9.05,74.19,11.96,4.56,72.41,8.72,4.59,65.50,0.0,0.92,0.00,0.00,80.01,14.29,4.34,76.70,5.37,2.76,66.04,1.05,0.0,100.00,19.60,100.00,22.72,8.36,73.1,15.22,3.63,80.73,2.16,0.0,100.00,14.22,100.00,10.22,91.64,1.0190000000000001,21273
783,"2007-12-04 - Red Wings 4, Canadiens 1",Montreal Canadiens,Limited ReportFull Report,42.333333333333,19.02,55.23,25.62,14.65,41.9,25.9,11.05,31.2,26.16,0.92,3.19,22.46,0.65,2.06,23.87,9.05,26.01,25.81,4.56,11.96,27.59,4.59,8.72,34.50,0.92,0.0,100.00,19.99,100.00,4.34,14.29,23.30,2.76,5.37,33.96,0.0,1.05,0.00,0.00,80.40,8.36,22.72,26.9,3.63,15.22,19.27,0.0,2.16,0.00,0.00,85.78,8.36,89.78,0.981,21273
784,"2007-12-04 - Predators 1, Maple Leafs 3",Nashville Predators,Limited ReportFull Report,41.633333333333,37.23,32.29,53.56,26.84,22.18,54.75,21.33,14.73,59.16,1.0,2.92,25.61,1.63,1.17,58.27,24.13,20.43,54.15,8.83,3.03,74.42,6.77,2.05,76.76,0.0,0.96,0.00,0.00,52.98,15.02,17.79,45.78,2.95,8.07,26.73,0.0,1.89,0.00,0.00,76.59,13.33,8.83,60.15,10.37,4.47,69.85,0.94,0.0,100.00,9.06,100.00,4.71,80.19,0.8490000000000001,19400
785,"2007-12-04 - Predators 1, Maple Leafs 3",Toronto Maple Leafs,Limited ReportFull Report,41.633333333333,32.29,37.23,46.44,22.18,26.84,45.25,14.73,21.33,40.84,2.92,1.0,74.39,1.17,1.63,41.73,20.43,24.13,45.85,3.03,8.83,25.58,2.05,6.77,23.24,0.96,0.0,100.00,47.02,100.00,17.79,15.02,54.22,8.07,2.95,73.27,1.89,0.0,100.00,23.41,100.00,8.83,13.33,39.85,4.47,10.37,30.15,0.0,0.94,0.00,0.00,90.94,19.81,95.29,1.151,19400
786,"2007-12-04 - Senators 3, Lightning 4",Ottawa Senators,Limited ReportFull Report,43.816666666667004,34.41,36.42,48.58,30.23,27.41,52.45,21.77,19.95,52.18,1.01,2.92,25.78,1.31,1.15,53.42,19.65,21.48,47.78,7.07,3.95,64.14,5.03,2.98,62.80,0.0,1.93,0.00,0.00,35.20,12.29,18.02,40.55,7.88,8.12,49.24,0.0,0.94,0.00,0.00,88.40,12.83,10.75,54.41,7.86,6.65,54.19,0.93,0.0,100.00,11.85,100.00,4.66,85.36,0.9,17540
787,"2007-12-04 - Senators 3, Lightning 4",Tampa Bay Lightning,Limited ReportFull Report,43.816666666667004,36.42,34.41,51.42,27.41,30.23,47.55,19.95,21.77,47.82,2.92,1.01,74.22,1.15,1.31,46.58,21.48,19.65,52.22,3.95,7.07,35.86,2.98,5.03,37.20,1.93,0.0,100.00,64.80,100.00,18.02,12.29,59.45,8.12,7.88,50.76,0.94,0.0,100.00,11.60,100.00,10.75,12.83,45.59,6.65,7.86,45.81,0.0,0.93,0.00,0.00,88.15,14.64,95.34,1.1,17540
788,"2007-12-04 - Blues 1, Flames 3",Calgary Flames,Limited ReportFull Report,52.866666666667,61.67,34.08,64.41,47.23,27.0,63.62,32.9,21.83,60.12,2.86,1.06,73.00,3.85,1.12,77.45,30.63,12.73,70.63,17.23,3.24,84.19,13.5,3.22,80.76,2.85,0.0,100.00,21.10,100.00,13.25,9.5,58.23,7.72,9.37,45.18,0.0,1.05,0.00,0.00,88.77,26.78,15.41,63.47,10.42,8.28,55.73,0.0,0.0,-,0.00,100.00,8.68,95.16,1.038,19289
789,"2007-12-04 - Blues 1, Flames 3",St Louis Blues,Limited ReportFull Report,52.866666666667,34.08,61.67,35.59,27.0,47.23,36.38,21.83,32.9,39.88,1.06,2.86,27.00,1.12,3.85,22.55,12.73,30.63,29.37,3.24,17.23,15.81,3.22,13.5,19.24,0.0,2.85,0.00,0.00,78.90,9.5,13.25,41.77,9.37,7.72,54.82,1.05,0.0,100.00,11.23,100.00,15.41,26.78,36.53,8.28,10.42,44.27,0.0,0.0,-,0.00,100.00,4.84,91.32,0.9620000000000001,19289
790,"2007-12-05 - Bruins 3, Devils 4",Boston Bruins,Limited ReportFull Report,49.816666666667004,31.39,31.81,49.67,20.98,28.7,42.24,18.69,23.29,44.51,2.13,1.84,53.67,1.1,1.54,41.70,16.68,16.81,49.81,4.48,7.86,36.30,4.47,7.87,36.20,0.0,1.83,0.00,0.00,76.80,12.4,8.76,58.60,5.39,6.4,45.71,1.04,0.0,100.00,19.29,100.00,13.43,13.53,49.82,7.82,8.97,46.56,1.05,0.0,100.00,13.48,100.00,11.41,92.1,1.035,14012
791,"2007-12-05 - Bruins 3, Devils 4",New Jersey Devils,Limited ReportFull Report,49.816666666667004,31.81,31.39,50.33,28.7,20.98,57.76,23.29,18.69,55.49,1.84,2.13,46.33,1.54,1.1,58.30,16.81,16.68,50.19,7.86,4.48,63.70,7.87,4.47,63.80,1.83,0.0,100.00,23.20,100.00,8.76,12.4,41.40,6.4,5.39,54.29,0.0,1.04,0.00,0.00,80.71,13.53,13.43,50.18,8.97,7.82,53.44,0.0,1.05,0.00,0.00,86.52,7.9,88.59,0.965,14012
792,"2007-12-05 - Islanders 3, Thrashers 4",Atlanta Thrashers,Limited ReportFull Report,31.65,25.43,31.69,44.52,15.29,25.92,37.1,10.56,19.95,34.6,0.94,2.07,31.30,1.03,1.26,44.85,15.99,16.31,49.50,7.46,7.2,50.87,5.62,6.14,47.78,0.0,2.09,0.00,0.00,65.92,8.5,9.14,48.19,2.91,4.17,41.11,0.95,0.0,100.00,32.53,100.00,8.36,14.61,36.41,1.88,9.48,16.58,0.0,0.0,-,0.00,100.00,8.94,89.62,0.986,14018
793,"2007-12-05 - Islanders 3, Thrashers 4",New York Islanders,Limited ReportFull Report,31.65,31.69,25.43,55.48,25.92,15.29,62.9,19.95,10.56,65.4,2.07,0.94,68.70,1.26,1.03,55.15,16.31,15.99,50.50,7.2,7.46,49.13,6.14,5.62,52.22,2.09,0.0,100.00,34.08,100.00,9.14,8.5,51.81,4.17,2.91,58.89,0.0,0.95,0.00,0.00,67.47,14.61,8.36,63.59,9.48,1.88,83.42,0.0,0.0,-,0.00,100.00,10.38,91.06,1.014,14018
794,"2007-12-05 - Avalanche 4, Blue Jackets 5",Columbus Blue Jackets,Limited ReportFull Report,45.866666666667,35.89,31.09,53.59,30.31,27.4,52.52,26.52,23.33,53.2,3.78,2.07,64.65,2.09,2.02,50.86,20.87,17.59,54.27,10.11,13.48,42.87,10.21,9.25,52.47,3.75,1.01,78.80,36.77,89.08,10.74,4.26,71.60,7.87,4.2,65.21,0.0,0.0,-,0.00,100.00,11.85,10.86,52.2,6.19,8.9,41.02,0.0,0.0,-,0.00,100.00,14.26,91.14,1.054,12851
795,"2007-12-05 - Avalanche 4, Blue Jackets 5",Colorado Avalanche,Limited ReportFull Report,45.866666666667,31.09,35.89,46.41,27.4,30.31,47.48,23.33,26.52,46.8,2.07,3.78,35.35,2.02,2.09,49.14,17.59,20.87,45.73,13.48,10.11,57.13,9.25,10.21,47.53,1.01,3.75,21.20,10.92,63.23,4.26,10.74,28.40,4.2,7.87,34.79,0.0,0.0,-,0.00,100.00,10.86,11.85,47.8,8.9,6.19,58.98,0.0,0.0,-,0.00,100.00,8.86,85.74,0.946,12851
796,"2007-12-05 - Senators 5, Panthers 4",Florida Panthers,Limited ReportFull Report,54.01666666666701,31.29,39.66,44.1,27.15,36.04,42.97,20.82,26.08,44.39,2.83,4.27,39.85,1.22,1.65,42.41,16.97,18.65,47.64,5.23,5.5,48.76,4.34,4.33,50.04,1.86,2.14,46.47,42.81,50.62,11.59,13.35,46.47,6.51,7.51,46.43,0.0,0.0,-,0.00,100.00,14.61,20.84,41.2,9.95,14.34,40.95,0.89,2.16,29.12,8.94,84.91,13.57,83.65,0.972,11289
797,"2007-12-05 - Senators 5, Panthers 4",Ottawa Senators,Limited ReportFull Report,54.01666666666701,39.66,31.29,55.9,36.04,27.15,57.03,26.08,20.82,55.61,4.27,2.83,60.15,1.65,1.22,57.59,18.65,16.97,52.36,5.5,5.23,51.24,4.33,4.34,49.96,2.14,1.86,53.53,49.38,57.19,13.35,11.59,53.53,7.51,6.51,53.57,0.0,0.0,-,0.00,100.00,20.84,14.61,58.8,14.34,9.95,59.05,2.16,0.89,70.88,15.09,91.06,16.35,86.43,1.028,11289
798,"2007-12-05 - Flyers 3, Wild 1",Minnesota Wild,Limited ReportFull Report,41.55,24.99,36.65,40.54,17.61,31.81,35.63,14.27,22.94,38.36,0.0,2.13,0.00,0.71,1.7,29.30,8.88,19.78,30.98,4.4,6.61,39.96,4.41,5.45,44.76,0.0,2.14,0.00,0.00,60.71,4.34,13.39,24.48,1.86,8.65,17.67,0.0,0.0,-,0.00,100.00,8.62,14.41,37.45,6.04,7.72,43.89,0.0,0.0,-,0.00,100.00,0.0,90.7,0.907,18568
799,"2007-12-05 - Flyers 3, Wild 1",Philadelphia Flyers,Limited ReportFull Report,41.55,36.65,24.99,59.46,31.81,17.61,64.37,22.94,14.27,61.64,2.13,0.0,100.00,1.7,0.71,70.70,19.78,8.88,69.02,6.61,4.4,60.04,5.45,4.41,55.24,2.14,0.0,100.00,39.29,100.00,13.39,4.34,75.52,8.65,1.86,82.33,0.0,0.0,-,0.00,100.00,14.41,8.62,62.55,7.72,6.04,56.11,0.0,0.0,-,0.00,100.00,9.3,100.0,1.093,18568
800,"2007-12-05 - Canucks 3, Blackhawks 2",Chicago Blackhawks,Limited ReportFull Report,40.033333333333005,27.14,19.2,58.56,19.79,15.95,55.37,17.95,12.72,58.52,0.92,3.17,22.57,0.99,1.32,42.95,15.89,11.82,57.36,5.5,6.55,45.68,4.61,5.45,45.84,0.0,1.06,0.00,0.00,80.57,10.37,5.34,66.01,7.68,4.2,64.66,0.96,1.05,47.73,12.50,74.95,9.26,6.4,59.13,5.57,3.13,64.02,0.0,1.05,0.00,0.00,66.32,5.15,75.09,0.802,12444
801,"2007-12-05 - Canucks 3, Blackhawks 2",Vancouver Canucks,Limited ReportFull Report,40.033333333333005,19.2,27.14,41.44,15.95,19.79,44.63,12.72,17.95,41.48,3.17,0.92,77.43,1.32,0.99,57.05,11.82,15.89,42.64,6.55,5.5,54.32,5.45,4.61,54.16,1.06,0.0,100.00,19.43,100.00,5.34,10.37,33.99,4.2,7.68,35.34,1.05,0.96,52.27,25.05,87.50,6.4,9.26,40.87,3.13,5.57,35.98,1.05,0.0,100.00,33.68,100.00,24.91,94.85,1.198,12444
802,"2007-12-05 - Sharks 3, Stars 2",Dallas Stars,Limited ReportFull Report,47.5,30.36,41.57,42.21,20.49,33.83,37.72,14.97,24.16,38.26,1.85,2.11,46.65,0.63,2.11,22.96,9.12,24.57,27.07,1.87,9.69,16.17,1.89,8.55,18.12,0.0,2.12,0.00,0.00,75.24,7.14,14.98,32.26,5.61,10.46,34.93,1.92,0.0,100.00,34.23,100.00,17.7,14.92,54.26,7.54,4.14,64.54,0.0,0.0,-,0.00,100.00,12.34,91.25,1.036,17318
803,"2007-12-05 - Sharks 3, Stars 2",San Jose Sharks,Limited ReportFull Report,47.5,41.57,30.36,57.79,33.83,20.49,62.28,24.16,14.97,61.74,2.11,1.85,53.35,2.11,0.63,77.04,24.57,9.12,72.93,9.69,1.87,83.83,8.55,1.89,81.88,2.12,0.0,100.00,24.76,100.00,14.98,7.14,67.74,10.46,5.61,65.07,0.0,1.92,0.00,0.00,65.77,14.92,17.7,45.74,4.14,7.54,35.46,0.0,0.0,-,0.00,100.00,8.75,87.66,0.9640000000000001,17318
804,"2007-12-05 - Penguins 4, Oilers 2",Edmonton Oilers,Limited ReportFull Report,53.216666666667,37.51,46.79,44.5,23.31,36.77,38.8,18.23,27.83,39.58,1.93,3.08,38.53,1.14,2.27,33.34,21.47,21.25,50.27,2.01,12.44,13.90,1.01,10.26,8.96,0.0,2.09,0.00,0.00,79.58,19.7,8.75,69.23,8.84,5.01,63.84,0.94,0.0,100.00,10.65,100.00,15.56,24.08,39.26,8.45,11.72,41.91,0.95,0.94,50.21,11.19,91.99,10.6,88.93,0.995,16839
805,"2007-12-05 - Penguins 4, Oilers 2",Pittsburgh Penguins,Limited ReportFull Report,53.216666666667,46.79,37.51,55.5,36.77,23.31,61.2,27.83,18.23,60.42,3.08,1.93,61.47,2.27,1.14,66.66,21.25,21.47,49.73,12.44,2.01,86.10,10.26,1.01,91.04,2.09,0.0,100.00,20.42,100.00,8.75,19.7,30.77,5.01,8.84,36.16,0.0,0.94,0.00,0.00,89.35,24.08,15.56,60.74,11.72,8.45,58.09,0.94,0.95,49.79,8.01,88.81,11.07,89.4,1.005,16839
806,"2007-12-05 - Kings 1, Coyotes 4",Los Angeles Kings,Limited ReportFull Report,50.033333333333,51.2,58.27,46.77,41.46,48.92,45.87,24.22,38.54,38.6,0.0,1.93,0.00,2.57,2.37,52.05,29.72,27.41,52.03,12.3,9.0,57.76,6.1,7.08,46.28,0.0,0.99,0.00,0.00,86.02,17.06,18.74,47.64,7.91,12.15,39.43,0.0,0.95,0.00,0.00,92.20,18.53,28.82,39.14,8.27,18.3,31.12,0.0,0.0,-,0.00,100.00,0.0,94.99,0.95,11401
807,"2007-12-05 - Kings 1, Coyotes 4",Phoenix Coyotes,Limited ReportFull Report,50.033333333333,58.27,51.2,53.23,48.92,41.46,54.13,38.54,24.22,61.4,1.93,0.0,100.00,2.37,2.57,47.95,27.41,29.72,47.97,9.0,12.3,42.24,7.08,6.1,53.72,0.99,0.0,100.00,13.98,100.00,18.74,17.06,52.36,12.15,7.91,60.57,0.95,0.0,100.00,7.80,100.00,28.82,18.53,60.86,18.3,8.27,68.88,0.0,0.0,-,0.00,100.00,5.01,100.0,1.05,11401
808,"2007-12-05 - Sabres 1, Ducks 4",Anaheim Ducks,Limited ReportFull Report,48.98333333333299,42.44,26.01,62.0,33.6,21.05,61.48,26.58,15.93,62.52,1.91,1.06,64.42,1.79,1.04,63.35,20.36,13.19,60.69,8.63,3.05,73.89,7.68,1.9,80.14,1.91,0.0,100.00,24.85,100.00,11.75,10.04,53.92,6.95,3.94,63.83,0.0,1.05,0.00,0.00,73.27,21.73,13.1,62.39,11.86,10.08,54.06,0.0,0.0,-,0.00,100.00,7.2,93.37,1.006,17174
809,"2007-12-05 - Sabres 1, Ducks 4",Buffalo Sabres,Limited ReportFull Report,48.98333333333299,26.01,42.44,38.0,21.05,33.6,38.52,15.93,26.58,37.48,1.06,1.91,35.58,1.04,1.79,36.65,13.19,20.36,39.31,3.05,8.63,26.11,1.9,7.68,19.86,0.0,1.91,0.00,0.00,75.15,10.04,11.75,46.08,3.94,6.95,36.17,1.05,0.0,100.00,26.73,100.00,13.1,21.73,37.61,10.08,11.86,45.94,0.0,0.0,-,0.00,100.00,6.63,92.8,0.9940000000000001,17174
810,"2007-12-06 - Canadiens 4, Bruins 2",Boston Bruins,Limited ReportFull Report,49.333333333332995,34.01,36.16,48.47,27.56,31.28,46.84,19.74,20.93,48.53,0.95,3.2,22.91,1.37,1.18,53.64,16.83,14.42,53.84,5.28,3.35,61.19,5.3,3.34,61.35,0.93,1.08,46.20,17.53,67.61,11.27,11.24,50.07,6.45,6.43,50.07,0.0,1.04,0.00,0.00,83.83,13.92,19.32,41.86,7.0,10.15,40.81,0.0,1.12,0.00,0.00,89.00,4.82,84.71,0.895,14977
811,"2007-12-06 - Canadiens 4, Bruins 2",Montreal Canadiens,Limited ReportFull Report,49.333333333332995,36.16,34.01,51.53,31.28,27.56,53.16,20.93,19.74,51.47,3.2,0.95,77.09,1.18,1.37,46.36,14.42,16.83,46.16,3.35,5.28,38.81,3.34,5.3,38.65,1.08,0.93,53.80,32.39,82.47,11.24,11.27,49.93,6.43,6.45,49.93,1.04,0.0,100.00,16.17,100.00,19.32,13.92,58.14,10.15,7.0,59.19,1.12,0.0,100.00,11.00,100.00,15.29,95.18,1.105,14977
812,"2007-12-06 - Maple Leafs 6, Rangers 2",New York Rangers,Limited ReportFull Report,45.633333333333,33.93,27.65,55.1,25.29,19.68,56.23,15.74,10.91,59.07,0.0,4.29,0.00,1.89,2.04,48.11,19.85,19.83,50.02,9.49,13.29,41.65,7.73,10.0,43.58,0.0,4.31,0.00,0.00,56.87,10.11,6.74,60.01,3.52,0.0,100.00,0.0,0.0,-,0.00,-,13.64,5.5,71.27,4.43,0.0,100.0,0.0,0.0,-,0.00,-,0.0,60.65,0.606,18200
813,"2007-12-06 - Maple Leafs 6, Rangers 2",Toronto Maple Leafs,Limited ReportFull Report,45.633333333333,27.65,33.93,44.9,19.68,25.29,43.77,10.91,15.74,40.93,4.29,0.0,100.00,2.04,1.89,51.89,19.83,19.85,49.98,13.29,9.49,58.35,10.0,7.73,56.42,4.31,0.0,100.00,43.13,100.00,6.74,10.11,39.99,0.0,3.52,0.00,0.0,0.0,-,-,100.00,5.5,13.64,28.73,0.0,4.43,0.0,0.0,0.0,-,-,100.00,39.35,100.0,1.3940000000000001,18200
814,"2007-12-06 - Hurricanes 1, Lightning 2",Carolina Hurricanes,Limited ReportFull Report,40.083333333333,30.55,37.32,45.01,22.0,28.48,43.58,11.96,25.56,31.88,0.0,0.0,-,1.14,1.07,51.71,16.26,18.3,47.04,7.21,7.62,48.62,1.98,5.74,25.68,0.0,0.0,-,0.00,100.00,8.92,10.73,45.40,2.06,5.88,25.91,0.0,0.0,-,0.00,100.00,12.69,16.68,43.2,6.83,12.91,34.58,0.0,0.0,-,0.00,100.00,0.0,100.0,1.0,16674
815,"2007-12-06 - Hurricanes 1, Lightning 2",Tampa Bay Lightning,Limited ReportFull Report,40.083333333333,37.32,30.55,54.99,28.48,22.0,56.42,25.56,11.96,68.12,0.0,0.0,-,1.07,1.14,48.29,18.3,16.26,52.96,7.62,7.21,51.38,5.74,1.98,74.32,0.0,0.0,-,0.00,100.00,10.73,8.92,54.60,5.88,2.06,74.09,0.0,0.0,-,0.00,100.00,16.68,12.69,56.8,12.91,6.83,65.42,0.0,0.0,-,0.00,100.00,0.0,100.0,1.0,16674
816,"2007-12-06 - Canucks 5, Predators 2",Nashville Predators,Limited ReportFull Report,50.76666666666701,42.06,28.27,59.8,31.51,22.34,58.51,23.51,18.35,56.16,1.89,2.07,47.71,1.49,1.44,50.75,17.52,15.55,52.99,3.87,7.32,34.61,2.9,6.26,31.70,0.0,1.06,0.00,0.00,83.09,13.81,8.22,62.68,8.78,6.19,58.64,0.95,1.06,47.26,10.80,82.90,17.42,12.01,59.19,9.72,5.99,61.87,0.95,0.0,100.00,9.73,100.00,8.03,88.73,0.968,15918
817,"2007-12-06 - Canucks 5, Predators 2",Vancouver Canucks,Limited ReportFull Report,50.76666666666701,28.27,42.06,40.2,22.34,31.51,41.49,18.35,23.51,43.84,2.07,1.89,52.29,1.44,1.49,49.25,15.55,17.52,47.01,7.32,3.87,65.39,6.26,2.9,68.30,1.06,0.0,100.00,16.91,100.00,8.22,13.81,37.32,6.19,8.78,41.36,1.06,0.95,52.74,17.10,89.20,12.01,17.42,40.81,5.99,9.72,38.13,0.0,0.95,0.00,0.00,90.27,11.27,91.97,1.032,15918
818,"2007-12-06 - Penguins 3, Flames 2",Calgary Flames,Limited ReportFull Report,44.116666666667,42.54,34.88,54.94,28.17,30.16,48.3,20.07,21.21,48.62,0.94,0.0,100.00,1.22,1.59,43.55,17.71,18.55,48.84,6.86,8.33,45.13,4.92,5.21,48.57,0.94,0.0,100.00,19.14,100.00,10.97,10.17,51.89,6.9,8.18,45.77,0.0,0.0,-,0.00,100.00,22.54,13.71,62.18,7.17,6.92,50.92,0.0,0.0,-,0.00,100.00,4.7,100.0,1.047,19289
819,"2007-12-06 - Penguins 3, Flames 2",Pittsburgh Penguins,Limited ReportFull Report,44.116666666667,34.88,42.54,45.06,30.16,28.17,51.7,21.21,20.07,51.38,0.0,0.94,0.00,1.59,1.22,56.45,18.55,17.71,51.16,8.33,6.86,54.87,5.21,4.92,51.43,0.0,0.94,0.00,0.00,80.86,10.17,10.97,48.11,8.18,6.9,54.23,0.0,0.0,-,0.00,100.00,13.71,22.54,37.82,6.92,7.17,49.08,0.0,0.0,-,0.00,100.00,0.0,95.3,0.953,19289
820,"2007-12-06 - Sabres 2, Kings 8",Buffalo Sabres,Limited ReportFull Report,44.15,27.53,39.22,41.25,20.09,33.03,37.83,13.78,23.41,37.06,2.01,2.93,40.69,0.74,1.84,28.76,14.11,21.59,39.52,2.9,8.21,26.09,1.9,5.18,26.85,2.04,0.0,100.00,107.49,100.00,10.81,13.55,44.37,1.88,8.11,18.81,0.0,0.95,0.00,0.00,88.31,14.06,15.71,47.23,9.52,9.05,51.26,0.0,2.12,0.00,0.00,76.54,14.57,87.49,1.021,15980
821,"2007-12-06 - Sabres 2, Kings 8",Los Angeles Kings,Limited ReportFull Report,44.15,39.22,27.53,58.75,33.03,20.09,62.17,23.41,13.78,62.94,2.93,2.01,59.31,1.84,0.74,71.24,21.59,14.11,60.48,8.21,2.9,73.91,5.18,1.9,73.15,0.0,2.04,0.00,0.00,-7.49,13.55,10.81,55.63,8.11,1.88,81.19,0.95,0.0,100.00,11.69,100.00,15.71,14.06,52.77,9.05,9.52,48.74,2.12,0.0,100.00,23.46,100.00,12.51,85.43,0.9790000000000001,15980
822,"2007-12-07 - Capitals 2, Devils 3",New Jersey Devils,Limited ReportFull Report,43.083333333332995,24.57,26.28,48.32,18.81,21.86,46.25,15.6,14.29,52.2,1.93,1.01,65.57,0.95,0.73,56.41,10.18,11.8,46.31,4.97,1.99,71.38,4.01,0.97,80.43,1.93,0.0,100.00,48.21,100.00,5.27,9.52,35.65,4.05,5.9,40.67,0.0,1.02,0.00,0.00,82.66,11.86,13.94,45.97,6.43,6.37,50.23,0.0,0.0,-,0.00,100.00,12.38,92.9,1.053,16265
823,"2007-12-07 - Capitals 2, Devils 3",Washington Capitals,Limited ReportFull Report,43.083333333332995,26.28,24.57,51.68,21.86,18.81,53.75,14.29,15.6,47.8,1.01,1.93,34.43,0.73,0.95,43.59,11.8,10.18,53.69,1.99,4.97,28.62,0.97,4.01,19.57,0.0,1.93,0.00,0.00,51.79,9.52,5.27,64.35,5.9,4.05,59.33,1.02,0.0,100.00,17.34,100.00,13.94,11.86,54.03,6.37,6.43,49.77,0.0,0.0,-,0.00,100.00,7.1,87.62,0.9470000000000001,16265
